index,period,attendances,breaches,org_code
761,2017-01-01,6902,1627,RDE
762,2017-01-01,4872,0,RDE
763,2017-01-01,5939,134,Y03571
764,2017-01-01,10806,2386,RTG
765,2017-01-01,4302,8,RTG
766,2017-01-01,4521,0,RY8
767,2017-01-01,2006,15,NNJ
768,2017-01-01,8657,2148,RWH
769,2017-01-01,4306,0,RWH
770,2017-01-01,274,0,"NAX"
771,2017-01-01,513,0,NQ106
772,2017-01-01,6258,1380,RLT
773,2017-01-01,2134,0,NTPAL
774,2017-01-01,1789,1,NEH06
775,2017-01-01,18898,5019,RR1
776,2017-01-01,3317,59,RR1
777,2017-01-01,764,1,RY4
778,2017-01-01,3571,884,RQQ
779,2017-01-01,6788,1073,RGQ
780,2017-01-01,393,0,RGQ
781,2017-01-01,5882,740,RGP
782,2017-01-01,97,0,RGP
783,2017-01-01,7088,2095,RNQ
784,2017-01-01,363,0,C82038
785,2017-01-01,12907,127,RY5
786,2017-01-01,3504,67,NJS05
787,2017-01-01,8331,183,RC9
788,2017-01-01,3644,0,RC9
789,2017-01-01,327,0,C82009
790,2017-01-01,561,1,NLO11
791,2017-01-01,588,5,NLO09
792,2017-01-01,7343,1748,RQ8
793,2017-01-01,475,33,RQ8
794,2017-01-01,7028,1621,RD8
795,2017-01-01,4716,1,RD8
796,2017-01-01,4164,0,Y02652
797,2017-01-01,8944,2311,RM1
798,2017-01-01,799,0,RM1
799,2017-01-01,7547,2278,RGN
800,2017-01-01,637,0,RGN
801,2017-01-01,8353,1712,RNS
802,2017-01-01,864,2,RNS
803,2017-01-01,5324,0,NMH01
804,2017-01-01,4901,194,NR3
805,2017-01-01,14017,3472,RX1
806,2017-01-01,1435,18,RX1
807,2017-01-01,172,3,RX1
808,2017-01-01,3033,20,NLO10
809,2017-01-01,282,0,C82010
810,2017-01-01,237,1,NLO12
811,2017-01-01,2411,0,Y02428
812,2017-01-01,13929,2932,RXK
813,2017-01-01,1990,14,RXK
814,2017-01-01,2720,0,RXK
815,2017-01-01,8295,919,RK5
816,2017-01-01,3907,18,RK5
817,2017-01-01,9289,2882,RXW
818,2017-01-01,1727,0,RXW
819,2017-01-01,466,0,R1D
820,2017-01-01,1690,0,R1D
821,2017-01-01,5655,0,Y02615
822,2017-01-01,4949,379,RJC
823,2017-01-01,570,0,RJC
824,2017-01-01,7989,1484,RAJ
825,2017-01-01,3966,0,Y02961
826,2017-01-01,8593,1903,RNA
827,2017-01-01,6882,0,RNA
828,2017-01-01,8076,3019,RQW
829,2017-01-01,4996,684,RCX
830,2017-01-01,10711,2416,RL4
831,2017-01-01,7657,67,RL4
832,2017-01-01,12238,2977,RWD
833,2017-01-01,9640,2585,RRK
834,2017-01-01,11313,3361,RKB
835,2017-01-01,1861,45,RKB
836,2017-01-01,1927,7,RKB
837,2017-01-01,11691,4146,RWE
838,2017-01-01,1711,28,RWE
839,2017-01-01,5928,68,RWE
840,2017-01-01,14046,4583,RJE
841,2017-01-01,404,0,RJE
842,2017-01-01,4376,65,RJE
843,2017-01-01,6401,2418,RBK
844,2017-01-01,3587,14,RBK
845,2017-01-01,3933,0,ATQ02
846,2017-01-01,7670,2696,RWG
847,2017-01-01,3312,9,RWG
848,2017-01-01,5353,681,RGR
849,2017-01-01,9170,3174,RWP
850,2017-01-01,4785,0,RWP
851,2017-01-01,726,0,R1A
852,2017-01-01,4195,1060,RLQ
853,2017-01-01,3060,0,RLQ
854,2017-01-01,6896,2880,REM
855,2017-01-01,6984,0,REM
856,2017-01-01,4996,580,RCF
857,2017-01-01,4829,131,RBS
858,2017-01-01,6947,894,RFF
859,2017-01-01,6534,2406,RXL
860,2017-01-01,9209,0,RXL
861,2017-01-01,8074,1875,RMC
862,2017-01-01,955,0,RMC
863,2017-01-01,11080,1468,RAE
864,2017-01-01,1365,0,NNF09
865,2017-01-01,7639,32,RY2
866,2017-01-01,12385,967,RWY
867,2017-01-01,12022,2741,RW3
868,2017-01-01,3350,5,RW3
869,2017-01-01,9658,41,RW3
870,2017-01-01,7906,1681,RLN
871,2017-01-01,2194,11,RLN
872,2017-01-01,2630,5,RLN
873,2017-01-01,5675,1080,RJR
874,2017-01-01,580,4,RJR
875,2017-01-01,10652,2797,RXP
876,2017-01-01,11643,0,RXP
877,2017-01-01,1438,22,RNN
878,2017-01-01,10771,1990,RP5
879,2017-01-01,2563,0,RP5
880,2017-01-01,3822,1153,RJN
881,2017-01-01,205,0,RJN
882,2017-01-01,9071,3333,RXR
883,2017-01-01,6107,410,RXR
884,2017-01-01,78,0,NNF28
885,2017-01-01,7081,606,RR7
886,2017-01-01,2359,0,RR7
887,2017-01-01,3575,262,RCD
888,2017-01-01,743,0,RCD
889,2017-01-01,10847,2066,RWA
890,2017-01-01,1130,0,RWA
891,2017-01-01,1385,1,RV9
892,2017-01-01,6350,1735,RXN
893,2017-01-01,4327,128,RXN
894,2017-01-01,2243,0,Y01231
895,2017-01-01,17366,3508,RR8
896,2017-01-01,1932,0,RR8
897,2017-01-01,4225,0,Y02875
898,2017-01-01,2160,0,RY1
899,2017-01-01,1109,32,REP
900,2017-01-01,3286,0,Y01069
901,2017-01-01,5404,1082,RBT
902,2017-01-01,1561,0,RBT
903,2017-01-01,19422,4444,RXF
904,2017-01-01,7502,1471,RNL
905,2017-01-01,5630,600,RVW
906,2017-01-01,1446,0,RVW
907,2017-01-01,1889,0,RTV
908,2017-01-01,6848,241,NLO01
909,2017-01-01,10715,2370,RJL
910,2017-01-01,1213,1,RJL
911,2017-01-01,8126,1493,RTF
912,2017-01-01,7370,56,RTF
913,2017-01-01,21943,6004,RW6
914,2017-01-01,4227,86,RW6
915,2017-01-01,3681,0,RT2
916,2017-01-01,7521,2659,RQ6
917,2017-01-01,1720,0,RQ6
918,2017-01-01,10253,0,RQ6
919,2017-01-01,8292,1933,RM3
920,2017-01-01,4549,76,RCU
921,2017-01-01,9180,2735,RHQ
922,2017-01-01,1129,0,RHQ
923,2017-01-01,6672,11,RHQ
924,2017-01-01,9800,1156,RTR
925,2017-01-01,5567,1,RTR
926,2017-01-01,4925,725,RE9
927,2017-01-01,599,2,RE9
928,2017-01-01,6048,1236,RVY
929,2017-01-01,4838,6,RVY
930,2017-01-01,8609,2619,RBN
931,2017-01-01,5522,32,RBN
932,2017-01-01,7257,2140,RWJ
933,2017-01-01,7037,1638,RMP
934,2017-01-01,9872,1405,RTD
935,2017-01-01,1605,32,RTD
936,2017-01-01,4543,0,RTD
937,2017-01-01,6275,1876,RFR
938,2017-01-01,4337,18,RFR
939,2017-01-01,8151,1295,RM2
940,2017-01-01,6612,1664,RTX
941,2017-01-01,1612,26,RTX
942,2017-01-01,6598,1431,RWW
943,2017-01-01,3667,21,RWW
944,2017-01-01,4317,61,RY7
945,2017-01-01,7665,1972,RBL
946,2017-01-01,2493,32,RBL
947,2017-01-01,418,0,AJN
948,2017-01-01,6852,1604,RRF
949,2017-01-01,8546,3160,RCB
950,2017-01-01,5978,8,RCB
951,2017-01-01,8219,1664,RTK
952,2017-01-01,1387,0,RTK
953,2017-01-01,3401,17,Y02688
954,2017-01-01,3629,0,NQT10
955,2017-01-01,5085,0,RWX
956,2017-01-01,2938,0,Y04538
957,2017-01-01,11727,2903,RXH
958,2017-01-01,963,2,RXH
959,2017-01-01,4856,1,NLW
960,2017-01-01,6779,1474,RXQ
961,2017-01-01,1258,0,RXQ
962,2017-01-01,3291,8,RXQ
963,2017-01-01,2222,39,Y00058
964,2017-01-01,1065,0,NLT02
965,2017-01-01,7669,20,RJ8
966,2017-01-01,8267,2229,RN7
967,2017-01-01,1496,3,RN7
968,2017-01-01,3402,193,RBD
969,2017-01-01,3602,2,RBD
970,2017-01-01,11837,4875,RVV
971,2017-01-01,4930,53,RVV
972,2017-01-01,8771,2335,RXC
973,2017-01-01,847,0,DD401
974,2017-01-01,19458,2980,RDU
975,2017-01-01,5056,39,R1J
976,2017-01-01,10613,2697,RTE
977,2017-01-01,6556,1995,RN3
978,2017-01-01,4932,35,RN3
979,2017-01-01,8914,1974,RN5
980,2017-01-01,1108,0,RN5
981,2017-01-01,615,8,NDA57
982,2017-01-01,3244,819,R1F
983,2017-01-01,1170,0,R1F
984,2017-01-01,5276,10,RYY
985,2017-01-01,3190,1,NR5
986,2017-01-01,11206,3056,RWF
987,2017-01-01,1741,0,RWF
988,2017-01-01,9088,2548,RPA
989,2017-01-01,6687,1651,RVJ
990,2017-01-01,3429,403,RBZ
991,2017-01-01,3561,0,RBZ
992,2017-01-01,122,0,L83087
993,2017-01-01,2445,37,RNU
994,2017-01-01,10450,1833,RTH
995,2017-01-01,1643,0,RTH
996,2017-01-01,520,0,NLX02
997,2017-01-01,7728,1634,RK9
998,2017-01-01,236,0,RK9
999,2017-01-01,5315,653,RD3
1000,2017-01-01,1285,0,RD3
1001,2017-01-01,8906,2966,RHU
1002,2017-01-01,816,0,RHU
1003,2017-01-01,1585,12,RHU
1004,2017-01-01,837,3,RPC
1005,2017-01-01,9158,1209,RHW
1006,2017-01-01,1247,11,RHW
1007,2017-01-01,5580,1366,REF
1008,2017-01-01,1345,13,REF
1009,2017-01-01,7798,757,RH8
1010,2017-01-01,602,0,RH8
1011,2017-01-01,5570,767,RA2
1012,2017-01-01,5818,1763,RD1
1013,2017-01-01,936,14,RD1
1014,2017-01-01,3550,581,RNZ
1015,2017-01-01,282,0,RNZ
1016,2017-01-01,1333,0,Y02666
1017,2017-01-01,6219,14,RH5
1018,2017-01-01,1131,0,RYF
1019,2017-01-01,4541,2,NTP11
1020,2017-01-01,1838,6,RW1
1021,2017-01-01,4396,36,NTPAD
1022,2017-01-01,7711,1004,RTP
1023,2017-01-01,8135,145,RDR
1024,2017-01-01,5198,453,RBA
1025,2017-01-01,146,0,AAH
1026,2017-01-01,5994,665,RDZ
1027,2017-01-01,1320,3,RDZ
1028,2017-01-01,5863,1088,RA9
1029,2017-01-01,2460,0,RA9
1030,2017-01-01,8230,1472,RHM
1031,2017-01-01,1351,23,RHM
1032,2017-01-01,8566,1985,RA7
1033,2017-01-01,1668,24,RA7
1034,2017-01-01,10512,1030,RYR
1035,2017-01-01,1053,2,RYR
1036,2017-01-01,4073,1471,RA3
1037,2017-01-01,2600,7,NDA56
1038,2017-01-01,2016,0,G82071
1039,2017-01-01,3051,13,NDA55
1040,2017-01-01,1257,3,NLX24
1041,2017-01-01,3812,162,RA4
1042,2016-12-01,21096,3929,RF4
1043,2016-12-01,560,1,RF4
1044,2016-12-01,3383,13,RF4
1045,2016-12-01,29522,7298,R1H
1046,2016-12-01,594,0,R1H
1047,2016-12-01,11112,116,R1H
1048,2016-12-01,4435,1,AD913
1049,2016-12-01,18545,273,RYX
1050,2016-12-01,16931,2675,RQM
1051,2016-12-01,7679,131,RQM
1052,2016-12-01,6551,1483,RJ6
1053,2016-12-01,3826,86,RJ6
1054,2016-12-01,1244,0,Y02696
1055,2016-12-01,2777,0,NX122
1056,2016-12-01,12585,768,RVR
1057,2016-12-01,383,0,RVR
1058,2016-12-01,12254,1716,RJ1
1059,2016-12-01,671,0,RJ1
1060,2016-12-01,2621,6,RJ1
1061,2016-12-01,3690,0,Y03082
1062,2016-12-01,10278,642,RQX
1063,2016-12-01,4668,0,RY9
1064,2016-12-01,9996,3530,RYJ
1065,2016-12-01,3472,14,RYJ
1066,2016-12-01,10846,217,RYJ
1067,2016-12-01,17326,5682,RJZ
1068,2016-12-01,1914,3,RJZ
1069,2016-12-01,5066,275,RJZ
1070,2016-12-01,9191,1417,RAX
1071,2016-12-01,888,0,RAX
1072,2016-12-01,18393,4254,RJ2
1073,2016-12-01,5750,289,RJ2
1074,2016-12-01,12163,5392,R1K
1075,2016-12-01,17439,228,R1K
1076,2016-12-01,7183,46,RP6
1077,2016-12-01,4404,62,RAT
1078,2016-12-01,14918,3078,RAP
1079,2016-12-01,758,0,Y02973
1080,2016-12-01,390,0,AF003
1081,2016-12-01,486,0,AF002
1082,2016-12-01,19157,3695,RAL
1083,2016-12-01,3329,1,RAL
1084,2016-12-01,1997,0,Y03047
1085,2016-12-01,12785,1537,RJ7
1086,2016-12-01,1364,0,RJ7
1087,2016-12-01,2491,0,F84747
1088,2016-12-01,5868,2777,RAS
1089,2016-12-01,7993,23,RAS
1090,2016-12-01,3212,0,Y03094
1091,2016-12-01,3847,0,E84068
1092,2016-12-01,8238,1169,RKE
1093,2016-12-01,11196,1565,RRV
1094,2016-12-01,10188,0,Y02147
1095,2016-12-01,2474,0,Y03201
1096,2016-12-01,5021,0,NL7
1097,2016-12-01,11910,1316,RDD
1098,2016-12-01,6147,614,RC1
1099,2016-12-01,3324,0,M85813
1100,2016-12-01,5297,368,RQ3
1101,2016-12-01,5228,1190,RJF
1102,2016-12-01,4045,0,RJF
1103,2016-12-01,9127,2262,RGT
1104,2016-12-01,2957,0,RGT
1105,2016-12-01,6708,1247,RFS
1106,2016-12-01,2224,6,NQ108
1107,2016-12-01,7272,2135,RDE
1108,2016-12-01,6132,16,Y03571
1109,2016-12-01,11375,2504,RTG
1110,2016-12-01,4664,39,RTG
1111,2016-12-01,4694,0,RY8
1112,2016-12-01,1995,0,NNJ
1113,2016-12-01,9048,1983,RWH
1114,2016-12-01,4540,2,RWH
1115,2016-12-01,274,0,"NAX"
1116,2016-12-01,508,0,NQ106
1117,2016-12-01,6396,1119,RLT
1118,2016-12-01,2257,0,NTPAL
1119,2016-12-01,1494,0,NEH06
1120,2016-12-01,18850,4047,RR1
1121,2016-12-01,3275,38,RR1
1122,2016-12-01,719,1,RY4
1123,2016-12-01,3574,1007,RQQ
1124,2016-12-01,7206,692,RGQ
1125,2016-12-01,394,0,RGQ
1126,2016-12-01,6005,616,RGP
1127,2016-12-01,124,0,RGP
1128,2016-12-01,7469,1546,RNQ
1129,2016-12-01,317,0,C82038
1130,2016-12-01,13131,99,RY5
1131,2016-12-01,3650,125,NJS05
1132,2016-12-01,8572,171,RC9
1133,2016-12-01,4206,0,RC9
1134,2016-12-01,384,0,C82009
1135,2016-12-01,656,1,NLO11
1136,2016-12-01,617,6,NLO09
1137,2016-12-01,7412,1471,RQ8
1138,2016-12-01,517,19,RQ8
1139,2016-12-01,7931,1585,RD8
1140,2016-12-01,5165,6,RD8
1141,2016-12-01,4210,0,Y02652
1142,2016-12-01,9632,2151,RM1
1143,2016-12-01,770,0,RM1
1144,2016-12-01,5198,0,Y02646
1145,2016-12-01,8206,2454,RGN
1146,2016-12-01,598,1,RGN
1147,2016-12-01,8679,1596,RNS
1148,2016-12-01,875,4,RNS
1149,2016-12-01,5609,0,NMH01
1150,2016-12-01,5102,265,NR3
1151,2016-12-01,14569,3901,RX1
1152,2016-12-01,1295,51,RX1
1153,2016-12-01,191,3,RX1
1154,2016-12-01,3145,9,NLO10
1155,2016-12-01,200,0,C82010
1156,2016-12-01,327,0,NLO12
1157,2016-12-01,2405,0,Y02428
1158,2016-12-01,13578,3319,RXK
1159,2016-12-01,1945,5,RXK
1160,2016-12-01,2886,0,RXK
1161,2016-12-01,8466,722,RK5
1162,2016-12-01,4194,31,RK5
1163,2016-12-01,9667,2523,RXW
1164,2016-12-01,1812,0,RXW
1165,2016-12-01,400,0,R1D
1166,2016-12-01,1592,2,R1D
1167,2016-12-01,5884,0,Y02615
1168,2016-12-01,5226,393,RJC
1169,2016-12-01,535,0,RJC
1170,2016-12-01,8375,2252,RAJ
1171,2016-12-01,4191,0,Y02961
1172,2016-12-01,8720,1495,RNA
1173,2016-12-01,7491,0,RNA
1174,2016-12-01,8432,2584,RQW
1175,2016-12-01,4970,348,RCX
1176,2016-12-01,10541,1591,RL4
1177,2016-12-01,9089,83,RL4
1178,2016-12-01,12617,2837,RWD
1179,2016-12-01,9449,2179,RRK
1180,2016-12-01,11507,3100,RKB
1181,2016-12-01,1655,21,RKB
1182,2016-12-01,2115,5,RKB
1183,2016-12-01,12221,4881,RWE
1184,2016-12-01,1569,13,RWE
1185,2016-12-01,6538,79,RWE
1186,2016-12-01,14278,5110,RJE
1187,2016-12-01,358,0,RJE
1188,2016-12-01,4640,23,RJE
1189,2016-12-01,6268,2093,RBK
1190,2016-12-01,3714,6,RBK
1191,2016-12-01,3932,0,ATQ02
1192,2016-12-01,8117,2452,RWG
1193,2016-12-01,3422,22,RWG
1194,2016-12-01,5511,744,RGR
1195,2016-12-01,9735,3568,RWP
1196,2016-12-01,4690,0,RWP
1197,2016-12-01,762,0,R1A
1198,2016-12-01,4490,1318,RLQ
1199,2016-12-01,3104,0,RLQ
1200,2016-12-01,6945,2918,REM
1201,2016-12-01,6981,0,REM
1202,2016-12-01,5335,694,RCF
1203,2016-12-01,5230,402,RBS
1204,2016-12-01,6980,1149,RFF
1205,2016-12-01,6902,2690,RXL
1206,2016-12-01,9193,0,RXL
1207,2016-12-01,8874,1959,RMC
1208,2016-12-01,557,3,RMC
1209,2016-12-01,11737,2104,RAE
1210,2016-12-01,1105,1,NNF09
1211,2016-12-01,7326,79,RY2
1212,2016-12-01,12735,957,RWY
1213,2016-12-01,4299,7,NTP08
1214,2016-12-01,12681,2380,RW3
1215,2016-12-01,3236,1,RW3
1216,2016-12-01,9451,32,RW3
1217,2016-12-01,8164,1090,RLN
1218,2016-12-01,2076,15,RLN
1219,2016-12-01,2569,4,RLN
1220,2016-12-01,5912,1152,RJR
1221,2016-12-01,649,3,RJR
1222,2016-12-01,10593,2360,RXP
1223,2016-12-01,11923,0,RXP
1224,2016-12-01,1019,11,RNN
1225,2016-12-01,10927,1811,RP5
1226,2016-12-01,2569,0,RP5
1227,2016-12-01,4153,884,RJN
1228,2016-12-01,227,0,RJN
1229,2016-12-01,9428,3024,RXR
1230,2016-12-01,5933,469,RXR
1231,2016-12-01,67,0,NNF28
1232,2016-12-01,7549,504,RR7
1233,2016-12-01,2398,11,RR7
1234,2016-12-01,4065,363,RCD
1235,2016-12-01,769,0,RCD
1236,2016-12-01,10770,1504,RWA
1237,2016-12-01,1108,4,RWA
1238,2016-12-01,1322,2,RV9
1239,2016-12-01,7640,2308,RXN
1240,2016-12-01,3286,94,RXN
1241,2016-12-01,1846,0,Y01231
1242,2016-12-01,17763,4275,RR8
1243,2016-12-01,1746,0,RR8
1244,2016-12-01,4112,0,Y02875
1245,2016-12-01,2356,0,RY1
1246,2016-12-01,1015,47,REP
1247,2016-12-01,3549,0,Y01069
1248,2016-12-01,5284,752,RBT
1249,2016-12-01,1721,1,RBT
1250,2016-12-01,19596,4516,RXF
1251,2016-12-01,7406,1053,RNL
1252,2016-12-01,5811,658,RVW
1253,2016-12-01,1269,0,RVW
1254,2016-12-01,1813,0,RTV
1255,2016-12-01,6720,14,NLO01
1256,2016-12-01,10790,2115,RJL
1257,2016-12-01,1259,1,RJL
1258,2016-12-01,8620,2083,RTF
1259,2016-12-01,7821,56,RTF
1260,2016-12-01,22409,5784,RW6
1261,2016-12-01,4272,147,RW6
1262,2016-12-01,4648,0,RT2
1263,2016-12-01,7524,2709,RQ6
1264,2016-12-01,1537,1,RQ6
1265,2016-12-01,10044,0,RQ6
1266,2016-12-01,8662,1413,RM3
1267,2016-12-01,5114,177,RCU
1268,2016-12-01,9465,3380,RHQ
1269,2016-12-01,1010,0,RHQ
1270,2016-12-01,6925,0,RHQ
1271,2016-12-01,10109,992,RTR
1272,2016-12-01,5846,0,RTR
1273,2016-12-01,4833,444,RE9
1274,2016-12-01,690,5,RE9
1275,2016-12-01,6506,1013,RVY
1276,2016-12-01,4784,14,RVY
1277,2016-12-01,8599,2234,RBN
1278,2016-12-01,5411,25,RBN
1279,2016-12-01,7897,2414,RWJ
1280,2016-12-01,7165,1703,RMP
1281,2016-12-01,10614,1422,RTD
1282,2016-12-01,1596,20,RTD
1283,2016-12-01,4499,0,RTD
1284,2016-12-01,2572,535,RFR
1285,2016-12-01,8542,1389,RM2
1286,2016-12-01,7222,1578,RTX
1287,2016-12-01,1233,25,RTX
1288,2016-12-01,6544,1489,RWW
1289,2016-12-01,3638,25,RWW
1290,2016-12-01,4519,145,RY7
1291,2016-12-01,8142,1819,RBL
1292,2016-12-01,2722,127,RBL
1293,2016-12-01,1261,0,AJN
1294,2016-12-01,7470,1298,RRF
1295,2016-12-01,9147,2887,RCB
1296,2016-12-01,6267,21,RCB
1297,2016-12-01,8574,1661,RTK
1298,2016-12-01,1275,0,RTK
1299,2016-12-01,3449,0,Y02688
1300,2016-12-01,3620,0,NQT10
1301,2016-12-01,5182,0,RWX
1302,2016-12-01,2690,4,Y04538
1303,2016-12-01,12300,2597,RXH
1304,2016-12-01,976,0,RXH
1305,2016-12-01,4563,45,NLW
1306,2016-12-01,7043,1456,RXQ
1307,2016-12-01,1217,0,RXQ
1308,2016-12-01,3538,12,RXQ
1309,2016-12-01,2363,3,Y00058
1310,2016-12-01,966,0,NLT02
1311,2016-12-01,7697,27,RJ8
1312,2016-12-01,8993,2187,RN7
1313,2016-12-01,1427,0,RN7
1314,2016-12-01,3439,77,RBD
1315,2016-12-01,4056,3,RBD
1316,2016-12-01,12487,4481,RVV
1317,2016-12-01,5004,23,RVV
1318,2016-12-01,9136,2055,RXC
1319,2016-12-01,796,0,DD401
1320,2016-12-01,19713,2228,RDU
1321,2016-12-01,5359,24,R1J
1322,2016-12-01,10843,2809,RTE
1323,2016-12-01,6665,2085,RN3
1324,2016-12-01,4992,16,RN3
1325,2016-12-01,8976,1391,RN5
1326,2016-12-01,997,0,RN5
1327,2016-12-01,523,0,NDA57
1328,2016-12-01,3391,672,R1F
1329,2016-12-01,1442,0,R1F
1330,2016-12-01,8333,4,RYY
1331,2016-12-01,2934,0,NR5
1332,2016-12-01,11901,2740,RWF
1333,2016-12-01,1751,0,RWF
1334,2016-12-01,10002,2640,RPA
1335,2016-12-01,6908,1523,RVJ
1336,2016-12-01,3613,405,RBZ
1337,2016-12-01,3911,0,RBZ
1338,2016-12-01,146,0,L83087
1339,2016-12-01,2333,68,RNU
1340,2016-12-01,10813,1105,RTH
1341,2016-12-01,1537,0,RTH
1342,2016-12-01,574,0,NLX02
1343,2016-12-01,7874,1289,RK9
1344,2016-12-01,228,0,RK9
1345,2016-12-01,5406,567,RD3
1346,2016-12-01,1114,0,RD3
1347,2016-12-01,9081,3065,RHU
1348,2016-12-01,757,4,RHU
1349,2016-12-01,1538,0,RHU
1350,2016-12-01,817,4,RPC
1351,2016-12-01,9238,846,RHW
1352,2016-12-01,1207,11,RHW
1353,2016-12-01,5840,1324,REF
1354,2016-12-01,1465,21,REF
1355,2016-12-01,8087,677,RH8
1356,2016-12-01,602,1,RH8
1357,2016-12-01,5975,1051,RA2
1358,2016-12-01,6028,993,RD1
1359,2016-12-01,1039,5,RD1
1360,2016-12-01,3703,433,RNZ
1361,2016-12-01,215,0,RNZ
1362,2016-12-01,1484,0,Y02666
1363,2016-12-01,6487,23,RH5
1364,2016-12-01,1216,0,RYF
1365,2016-12-01,4108,0,NTP11
1366,2016-12-01,1764,5,RW1
1367,2016-12-01,4647,8,NTPAD
1368,2016-12-01,8662,883,RTP
1369,2016-12-01,8251,283,RDR
1370,2016-12-01,5388,460,RBA
1371,2016-12-01,150,0,AAH
1372,2016-12-01,6080,433,RDZ
1373,2016-12-01,1306,0,RDZ
1374,2016-12-01,5959,1128,RA9
1375,2016-12-01,2460,0,RA9
1376,2016-12-01,8467,1280,RHM
1377,2016-12-01,1365,7,RHM
1378,2016-12-01,9091,2196,RA7
1379,2016-12-01,1767,15,RA7
1380,2016-12-01,11485,1106,RYR
1381,2016-12-01,987,15,RYR
1382,2016-12-01,4235,1413,RA3
1383,2016-12-01,2826,17,NDA56
1384,2016-12-01,1886,0,G82071
1385,2016-12-01,3358,16,NDA55
1386,2016-12-01,1141,1,NLX24
1387,2016-12-01,4082,245,RA4
1388,2016-11-01,20117,2612,RF4
1389,2016-11-01,647,5,RF4
1390,2016-11-01,2954,7,RF4
1391,2016-11-01,28843,5298,R1H
1392,2016-11-01,662,0,R1H
1393,2016-11-01,10435,57,R1H
1394,2016-11-01,4047,0,AD913
1395,2016-11-01,18478,182,RYX
1396,2016-11-01,16478,1985,RQM
1397,2016-11-01,7603,107,RQM
1398,2016-11-01,6179,1044,RJ6
1399,2016-11-01,3669,207,RJ6
1400,2016-11-01,902,0,Y02696
1401,2016-11-01,2701,0,NX122
1402,2016-11-01,12294,562,RVR
1403,2016-11-01,417,0,RVR
1404,2016-11-01,12129,2487,RJ1
1405,2016-11-01,699,0,RJ1
1406,2016-11-01,2920,2,RJ1
1407,2016-11-01,3804,0,Y03082
1408,2016-11-01,9946,663,RQX
1409,2016-11-01,4344,0,RY9
1410,2016-11-01,9741,3094,RYJ
1411,2016-11-01,3741,16,RYJ
1412,2016-11-01,10129,134,RYJ
1413,2016-11-01,16842,4568,RJZ
1414,2016-11-01,2075,2,RJZ
1415,2016-11-01,4826,205,RJZ
1416,2016-11-01,8776,1159,RAX
1417,2016-11-01,974,12,RAX
1418,2016-11-01,17774,3695,RJ2
1419,2016-11-01,5906,312,RJ2
1420,2016-11-01,11526,4062,R1K
1421,2016-11-01,16454,122,R1K
1422,2016-11-01,8035,56,RP6
1423,2016-11-01,4821,23,RAT
1424,2016-11-01,13981,2301,RAP
1425,2016-11-01,807,0,Y02973
1426,2016-11-01,406,0,AF003
1427,2016-11-01,570,0,AF002
1428,2016-11-01,18771,3278,RAL
1429,2016-11-01,3065,1,RAL
1430,2016-11-01,1937,0,Y03047
1431,2016-11-01,12654,911,RJ7
1432,2016-11-01,1371,1,RJ7
1433,2016-11-01,2612,0,F84747
1434,2016-11-01,5701,2295,RAS
1435,2016-11-01,7860,93,RAS
1436,2016-11-01,3007,0,Y03094
1437,2016-11-01,3323,0,E84068
1438,2016-11-01,8271,1232,RKE
1439,2016-11-01,11512,1673,RRV
1440,2016-11-01,9510,0,Y02147
1441,2016-11-01,2438,0,Y03201
1442,2016-11-01,4806,0,NL7
1443,2016-11-01,11284,789,RDD
1444,2016-11-01,5998,434,RC1
1445,2016-11-01,3191,0,M85813
1446,2016-11-01,5680,584,RQ3
1447,2016-11-01,5081,780,RJF
1448,2016-11-01,4073,0,RJF
1449,2016-11-01,9273,2545,RGT
1450,2016-11-01,3001,1,RGT
1451,2016-11-01,6674,634,RFS
1452,2016-11-01,2123,3,NQ108
1453,2016-11-01,7028,898,RDE
1454,2016-11-01,5760,15,Y03571
1455,2016-11-01,10817,1777,RTG
1456,2016-11-01,3808,0,RTG
1457,2016-11-01,4296,3,RY8
1458,2016-11-01,1648,0,NNJ
1459,2016-11-01,9063,1416,RWH
1460,2016-11-01,4259,0,RWH
1461,2016-11-01,336,0,"NAX"
1462,2016-11-01,534,0,NQ106
1463,2016-11-01,6425,931,RLT
1464,2016-11-01,2180,0,NTPAL
1465,2016-11-01,1838,0,NEH06
1466,2016-11-01,18764,3164,RR1
1467,2016-11-01,3222,35,RR1
1468,2016-11-01,907,0,RY4
1469,2016-11-01,3696,736,RQQ
1470,2016-11-01,7134,1032,RGQ
1471,2016-11-01,368,0,RGQ
1472,2016-11-01,5767,569,RGP
1473,2016-11-01,110,0,RGP
1474,2016-11-01,7145,1526,RNQ
1475,2016-11-01,352,0,C82038
1476,2016-11-01,12535,73,RY5
1477,2016-11-01,3484,141,NJS05
1478,2016-11-01,8316,126,RC9
1479,2016-11-01,3750,0,RC9
1480,2016-11-01,330,0,C82009
1481,2016-11-01,559,1,NLO11
1482,2016-11-01,531,5,NLO09
1483,2016-11-01,7393,1256,RQ8
1484,2016-11-01,435,21,RQ8
1485,2016-11-01,7112,969,RD8
1486,2016-11-01,4509,0,RD8
1487,2016-11-01,4067,0,Y02652
1488,2016-11-01,9373,1410,RM1
1489,2016-11-01,793,2,RM1
1490,2016-11-01,4790,0,Y02646
1491,2016-11-01,7912,2224,RGN
1492,2016-11-01,758,0,RGN
